FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,MEASURE,Misura,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITE4,Lazio,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,25,,
A,Annuale,ITE4,Lazio,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,24.6,,
A,Annuale,ITE4,Lazio,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,2703,,
A,Annuale,ITE4,Lazio,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,2659,,
A,Annuale,ITE4,Lazio,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,54,,
A,Annuale,ITE4,Lazio,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,52.8,,
A,Annuale,ITE4,Lazio,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,985,,
A,Annuale,ITE4,Lazio,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,1032,,
A,Annuale,ITE4,Lazio,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,97.7,,
A,Annuale,ITE4,Lazio,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,258,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,251,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,26.2,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,24.3,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,355,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,395,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,36,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,38.2,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,343,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,351,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,34.8,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,34,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,30,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,36,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,3,,
A,Annuale,ITE4,Lazio,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,3.5,,
A,Annuale,ITE4,Lazio,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,11.3,,
A,Annuale,ITE4,Lazio,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,11.3,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,3421,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,3537,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,19.7,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,20.3,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,3853,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,3771,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,22.2,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,21.7,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,9952,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,9812,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,57.2,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,56.4,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,3341,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,3462,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,97.7,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.9,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,787,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,802,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,23.5,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,23.2,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,1250,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,1287,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,37.4,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,37.2,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,1168,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,1229,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,34.9,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.5,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,137,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,144,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,4.1,,
A,Annuale,ITFG,Mezzogiorno,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,4.1,,
A,Annuale,ITFG,Mezzogiorno,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,11.5,,
A,Annuale,ITFG,Mezzogiorno,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,11.6,,
A,Annuale,ITF,Sud,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,2285,,
A,Annuale,ITF,Sud,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,2332,,
A,Annuale,ITF,Sud,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,19.4,,
A,Annuale,ITF,Sud,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,19.8,,
A,Annuale,ITF,Sud,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,2603,,
A,Annuale,ITF,Sud,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,2539,,
A,Annuale,ITF,Sud,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,22.1,,
A,Annuale,ITF,Sud,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,21.5,,
A,Annuale,ITF,Sud,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,6783,,
A,Annuale,ITF,Sud,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,6744,,
A,Annuale,ITF,Sud,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,57.6,,
A,Annuale,ITF,Sud,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,57.2,,
A,Annuale,ITF,Sud,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,2241,,
A,Annuale,ITF,Sud,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,2278,,
A,Annuale,ITF,Sud,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,98.1,,
A,Annuale,ITF,Sud,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.7,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,525,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,542,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,23.4,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,23.8,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,826,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,825,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,36.8,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,36.2,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,808,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,811,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,36.1,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.6,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,82,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,101,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,3.7,,
A,Annuale,ITF,Sud,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,4.4,,
A,Annuale,ITF,Sud,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,11.5,,
A,Annuale,ITF,Sud,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,11.6,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,222,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,204,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,19.7,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,18.1,,
A,Annuale,ITF1,Abruzzo,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,293,,
A,Annuale,ITF1,Abruzzo,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,264,,
A,Annuale,ITF1,Abruzzo,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,26,,
A,Annuale,ITF1,Abruzzo,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,23.4,,
A,Annuale,ITF1,Abruzzo,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,597,,
A,Annuale,ITF1,Abruzzo,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,638,,
A,Annuale,ITF1,Abruzzo,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,53,,
A,Annuale,ITF1,Abruzzo,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,56.5,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,216,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,202,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,97.3,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,98.9,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,71,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,59,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,33.1,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,29.1,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,70,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,72,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,32.4,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.9,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,69,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,64,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,31.9,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,31.6,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2023,6,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,THV,Valori in migliaia,2024,7,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,2.7,,
A,Annuale,ITF1,Abruzzo,14_FUMO_SIGAR_GE20,Persone di 14 anni e più fumatori per sigarette fumate: oltre 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,3.4,,
A,Annuale,ITF1,Abruzzo,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2023,10.4,,
A,Annuale,ITF1,Abruzzo,AV14_FUMO_SIGAR,Numero medio di sigarette al giorno (persone di 14 anni e più),HSC,Per 100 persone con le stesse caratteristiche,2024,10.7,,
A,Annuale,ITF2,Molise,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2023,54,,
A,Annuale,ITF2,Molise,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,THV,Valori in migliaia,2024,43,,
A,Annuale,ITF2,Molise,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,20.9,,
A,Annuale,ITF2,Molise,14_FUMO_SI,Persone di 14 anni e più per abitudine al fumo: fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,16.4,,
A,Annuale,ITF2,Molise,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2023,51,,
A,Annuale,ITF2,Molise,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,THV,Valori in migliaia,2024,63,,
A,Annuale,ITF2,Molise,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,19.9,,
A,Annuale,ITF2,Molise,14_FUMO_EX,Persone di 14 anni e più per abitudine al fumo: ex fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,24.4,,
A,Annuale,ITF2,Molise,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2023,151,,
A,Annuale,ITF2,Molise,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,THV,Valori in migliaia,2024,149,,
A,Annuale,ITF2,Molise,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2023,58.5,,
A,Annuale,ITF2,Molise,14_FUMO_NO,Persone di 14 anni e più per abitudine al fumo: non fumatori,HSC,Per 100 persone con le stesse caratteristiche,2024,57.5,,
A,Annuale,ITF2,Molise,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2023,53,,
A,Annuale,ITF2,Molise,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,THV,Valori in migliaia,2024,42,,
A,Annuale,ITF2,Molise,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,98,,
A,Annuale,ITF2,Molise,14_FUMO_SS,Persone di 14 anni e più fumatori che fumano sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,97.7,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2023,13,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,THV,Valori in migliaia,2024,10,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,24.4,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_5,Persone di 14 anni e più fumatori per sigarette fumate: fino a 5 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,24.4,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2023,17,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,THV,Valori in migliaia,2024,15,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,32.9,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_6-10,Persone di 14 anni e più fumatori per sigarette fumate: da 6 a 10 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.6,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2023,21,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,THV,Valori in migliaia,2024,15,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2023,40,,
A,Annuale,ITF2,Molise,14_FUMO_SIGAR_11-20,Persone di 14 anni e più fumatori per sigarette fumate: da 11 a 20 sigarette,HSC,Per 100 persone con le stesse caratteristiche,2024,35.6,,
