STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2020,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,EU27_2020,European Union - 27 countries (from 2020),2023,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2006,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2009,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2012,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2014,,20,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2017,,24,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2020,,14,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FI,Finland,2023,,16,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2006,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2009,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2012,,31,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2014,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2017,,40,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2020,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,FR,France,2023,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2006,,42,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2009,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2014,,37,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2017,,40,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2020,,41,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HR,Croatia,2023,,41,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2006,,44,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2009,,46,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2012,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2014,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2017,,31,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2020,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,HU,Hungary,2023,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2006,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2009,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2012,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2014,,21,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2017,,20,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2020,,19,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IE,Ireland,2023,,16,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2006,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2009,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2012,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2014,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2017,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2020,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,IT,Italy,2023,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2006,,50,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2009,,43,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2012,,43,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2014,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2017,,41,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2020,,45,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LT,Lithuania,2023,,43,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2006,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2009,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2012,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2014,,24,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2017,,25,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2020,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LU,Luxembourg,2023,,23,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2006,,53,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2009,,50,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2012,,52,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2014,,45,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2017,,47,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2020,,43,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,LV,Latvia,2023,,48,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2006,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2009,,35,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2012,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2014,,23,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2017,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2020,,22,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,MT,Malta,2023,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2006,,31,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2009,,25,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2012,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2014,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2017,,22,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2020,,13,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,NL,Netherlands,2023,,13,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2006,,40,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2009,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2012,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2014,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2017,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2020,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PL,Poland,2023,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2006,,35,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2009,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2012,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2014,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2017,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2020,,27,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,PT,Portugal,2023,,24,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2006,,42,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2009,,40,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2012,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2014,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2017,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2020,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,RO,Romania,2023,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2006,,15,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2009,,12,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2012,,12,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2014,,11,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2017,,5,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2020,,6,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SE,Sweden,2023,,9,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2006,,25,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2009,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2012,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2014,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2017,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2020,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SI,Slovenia,2023,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2006,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2009,,35,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2012,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2014,,29,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2017,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2020,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,SK,Slovakia,2023,,37,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2006,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2009,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2012,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2014,,23,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2017,,17,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,M,Males,PC_POP,Percentage of total population,UK,United Kingdom,2020,,12,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2006,,31,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2009,,34,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2012,,33,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2014,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2017,,28,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2020,,25,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,AT,Austria,2023,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2006,,26,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2009,,30,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2012,,27,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2014,,25,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2017,,19,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2020,,21,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BE,Belgium,2023,,21,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2006,,36,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2009,,39,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2012,,36,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2014,,35,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2017,,36,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2020,,38,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,BG,Bulgaria,2023,,37,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,CY,Cyprus,2006,,31,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,CY,Cyprus,2009,,32,,,,,
dataflow,ESTAT:SDG_03_30(1.0),Smoking prevalence by sex,A,Annual,Y_GE15,15 years or over,T,Total,PC_POP,Percentage of total population,CY,Cyprus,2012,,30,,,,,
